file,source_dir,workload,run,qd_from_filename,job_name,rw,active_direction,bs,iodepth,numjobs,size,direct,runtime_sec,bandwidth_mib_s,iops,clat_mean_us,clat_p95_us,clat_p99_us,clat_p999_us,fio_version,timestamp,timestamp_ms
rand_write_qd16_run1.json,D:\ssd_lab\results\qd_sweep,rand_write,1,16,rand_write,randwrite,write,4k,16,,2G,1,30.001,126.5990343093872,32409.18636,255.63604636899998,473.088,602.112,847.872,fio-3.42,1778508266,1778508266544
rand_write_qd16_run2.json,D:\ssd_lab\results\qd_sweep,rand_write,2,16,rand_write,randwrite,write,4k,16,,2G,1,30.001,125.91233921051025,32233.025566,256.993435249,489.472,626.688,856.064,fio-3.42,1778508301,1778508301144
rand_write_qd16_run3.json,D:\ssd_lab\results\qd_sweep,rand_write,3,16,rand_write,randwrite,write,4k,16,,2G,1,30.001,127.39783668518066,32613.479551,255.186212545,473.088,593.92,831.488,fio-3.42,1778508335,1778508335840
rand_write_qd1_run1.json,D:\ssd_lab\results\qd_sweep,rand_write,1,1,rand_write,randwrite,write,4k,1,,2G,1,30.001,45.06555461883545,11536.748775,53.091441106,83.456,114.176,164.864,fio-3.42,1778508058,1778508058630
rand_write_qd1_run2.json,D:\ssd_lab\results\qd_sweep,rand_write,2,1,rand_write,randwrite,write,4k,1,,2G,1,30.001,44.82663059234619,11475.617479,52.055805263,83.456,111.104,162.816,fio-3.42,1778508093,1778508093278
rand_write_qd1_run3.json,D:\ssd_lab\results\qd_sweep,rand_write,3,1,rand_write,randwrite,write,4k,1,,2G,1,30.001,48.2750825881958,12358.388054,47.256340838999996,62.72,99.84,154.624,fio-3.42,1778508127,1778508127920
rand_write_qd32_run1.json,D:\ssd_lab\results\qd_sweep,rand_write,1,32,rand_write,randwrite,write,4k,32,,2G,1,30.001,123.63611316680908,31650.21166,513.438397273,995.328,1236.992,1695.744,fio-3.42,1778508370,1778508370517
rand_write_qd32_run2.json,D:\ssd_lab\results\qd_sweep,rand_write,2,32,rand_write,randwrite,write,4k,32,,2G,1,30.001,124.24885272979736,31806.839772,510.974826154,987.136,1187.84,1515.52,fio-3.42,1778508405,1778508405182
rand_write_qd32_run3.json,D:\ssd_lab\results\qd_sweep,rand_write,3,32,rand_write,randwrite,write,4k,32,,2G,1,30.001,119.75264835357666,30656.011466,593.0230494709999,1171.456,1417.216,1875.968,fio-3.42,1778508439,1778508439834
rand_write_qd4_run1.json,D:\ssd_lab\results\qd_sweep,rand_write,1,4,rand_write,randwrite,write,4k,4,,2G,1,30.001,126.47377872467041,32377.154095,72.128331879,117.248,164.864,292.864,fio-3.42,1778508162,1778508162579
rand_write_qd4_run2.json,D:\ssd_lab\results\qd_sweep,rand_write,2,4,rand_write,randwrite,write,4k,4,,2G,1,30.001,117.72732543945312,30138.095397,77.527070167,119.296,156.672,254.976,fio-3.42,1778508197,1778508197240
rand_write_qd4_run3.json,D:\ssd_lab\results\qd_sweep,rand_write,3,4,rand_write,randwrite,write,4k,4,,2G,1,30.001,129.03358936309814,33032.498917,71.07544533400001,114.176,154.624,250.88,fio-3.42,1778508231,1778508231895
